"ccaa","year","edad","codigo","situation","count","porcentaje"
"Andalucía",2006,"de 30 a 34 años","1","para_b_4mas_a",5344,0.08
"Andalucía",2006,"de 30 a 34 años","1","para_b_2a4a",4561,0.07
"Andalucía",2006,"de 30 a 34 años","1","para_b_1a2a",8077,0.12
"Andalucía",2006,"de 30 a 34 años","1","para_b_6ma1a",10367,0.15
"Andalucía",2006,"de 30 a 34 años","1","para_b_menos6m",28782,0.43
"Andalucía",2006,"de 30 a 34 años","1","inac_desanim",3907,0.03
"Andalucía",2006,"de 30 a 34 años","1","inactivos",126445,0.19
"Andalucía",2006,"65 o más años","1","mayores",1126896,1
"Andalucía",2006,"65 o más años","1","activos",15862,0.01
"Andalucía",2006,"65 o más años","1","ocupados",15250,0.96
"Andalucía",2006,"65 o más años","1","asalariados",5635,0.37
"Andalucía",2006,"65 o más años","1","asal_temp",1392,0.25
"Andalucía",2006,"65 o más años","1","asal_temp_parc",1058,0.76
"Andalucía",2006,"65 o más años","1","asal_temp_parc_inv",323,0.23
"Andalucía",2006,"65 o más años","1","asal_temp_comp",334,0.24
"Andalucía",2006,"65 o más años","1","asal_indef",4244,0.75
"Andalucía",2006,"65 o más años","1","asal_indef_parc",1460,0.34
"Andalucía",2006,"65 o más años","1","asal_indef_parc_inv",151,0.04
"Andalucía",2006,"65 o más años","1","asal_indef_comp",2784,0.66
"Andalucía",2006,"65 o más años","1","parados",612,0.04
"Andalucía",2006,"65 o más años","1","para_b_4mas_a",0,0
"Andalucía",2006,"65 o más años","1","para_b_2a4a",253,0.41
"Andalucía",2006,"65 o más años","1","para_b_1a2a",65,0.11
"Andalucía",2006,"65 o más años","1","para_b_6ma1a",218,0.36
"Andalucía",2006,"65 o más años","1","para_b_menos6m",76,0.12
"Andalucía",2006,"65 o más años","1","inac_desanim",1716,0
"Andalucía",2006,"65 o más años","1","inactivos",1111034,0.99
"Andalucía",2006,"de 20 a 24 años","1","mayores",561513,1
"Andalucía",2006,"de 20 a 24 años","1","activos",376692,0.67
"Andalucía",2006,"de 20 a 24 años","1","ocupados",305609,0.81
"Andalucía",2006,"de 20 a 24 años","1","asalariados",281297,0.92
"Andalucía",2006,"de 20 a 24 años","1","asal_temp",202660,0.72
"Andalucía",2006,"de 20 a 24 años","1","asal_temp_parc",45560,0.22
"Andalucía",2006,"de 20 a 24 años","1","asal_temp_parc_inv",22777,0.11
"Andalucía",2006,"de 20 a 24 años","1","asal_temp_comp",157100,0.78
"Andalucía",2006,"de 20 a 24 años","1","asal_indef",78637,0.28
"Andalucía",2006,"de 20 a 24 años","1","asal_indef_parc",8605,0.11
"Andalucía",2006,"de 20 a 24 años","1","asal_indef_parc_inv",4193,0.05
"Andalucía",2006,"de 20 a 24 años","1","asal_indef_comp",70032,0.89
"Andalucía",2006,"de 20 a 24 años","1","parados",71083,0.19
"Andalucía",2006,"de 20 a 24 años","1","para_b_4mas_a",1951,0.03
"Andalucía",2006,"de 20 a 24 años","1","para_b_2a4a",5126,0.07
"Andalucía",2006,"de 20 a 24 años","1","para_b_1a2a",13239,0.19
"Andalucía",2006,"de 20 a 24 años","1","para_b_6ma1a",9955,0.14
"Andalucía",2006,"de 20 a 24 años","1","para_b_menos6m",30385,0.43
"Andalucía",2006,"de 20 a 24 años","1","inac_desanim",2872,0.02
"Andalucía",2006,"de 20 a 24 años","1","inactivos",184821,0.33
"Andalucía",2006,"de 60 a 64 años","1","mayores",364070,1
"Andalucía",2006,"de 60 a 64 años","1","activos",106895,0.29
"Andalucía",2006,"de 60 a 64 años","1","ocupados",98076,0.92
"Andalucía",2006,"de 60 a 64 años","1","asalariados",62306,0.64
"Andalucía",2006,"de 60 a 64 años","1","asal_temp",15420,0.25
"Andalucía",2006,"de 60 a 64 años","1","asal_temp_parc",2729,0.18
"Andalucía",2006,"de 60 a 64 años","1","asal_temp_parc_inv",1120,0.07
"Andalucía",2006,"de 60 a 64 años","1","asal_temp_comp",12691,0.82
"Andalucía",2006,"de 60 a 64 años","1","asal_indef",46885,0.75
"Andalucía",2006,"de 60 a 64 años","1","asal_indef_parc",3650,0.08
"Andalucía",2006,"de 60 a 64 años","1","asal_indef_parc_inv",699,0.01
"Andalucía",2006,"de 60 a 64 años","1","asal_indef_comp",43235,0.92
"Andalucía",2006,"de 60 a 64 años","1","parados",8819,0.08
"Andalucía",2006,"de 60 a 64 años","1","para_b_4mas_a",1959,0.22
"Andalucía",2006,"de 60 a 64 años","1","para_b_2a4a",1175,0.13
"Andalucía",2006,"de 60 a 64 años","1","para_b_1a2a",1711,0.19
"Andalucía",2006,"de 60 a 64 años","1","para_b_6ma1a",1620,0.18
"Andalucía",2006,"de 60 a 64 años","1","para_b_menos6m",2107,0.24
"Andalucía",2006,"de 60 a 64 años","1","inac_desanim",9877,0.04
"Andalucía",2006,"de 60 a 64 años","1","inactivos",257175,0.71
"Andalucía",2006,"de 50 a 54 años","1","mayores",449166,1
"Andalucía",2006,"de 50 a 54 años","1","activos",280010,0.62
"Andalucía",2006,"de 50 a 54 años","1","ocupados",253376,0.9
"Andalucía",2006,"de 50 a 54 años","1","asalariados",194917,0.77
"Andalucía",2006,"de 50 a 54 años","1","asal_temp",56455,0.29
"Andalucía",2006,"de 50 a 54 años","1","asal_temp_parc",10508,0.19
"Andalucía",2006,"de 50 a 54 años","1","asal_temp_parc_inv",4998,0.09
"Andalucía",2006,"de 50 a 54 años","1","asal_temp_comp",45947,0.81
"Andalucía",2006,"de 50 a 54 años","1","asal_indef",138462,0.71
"Andalucía",2006,"de 50 a 54 años","1","asal_indef_parc",7946,0.06
"Andalucía",2006,"de 50 a 54 años","1","asal_indef_parc_inv",3130,0.02
"Andalucía",2006,"de 50 a 54 años","1","asal_indef_comp",130515,0.94
"Andalucía",2006,"de 50 a 54 años","1","parados",26634,0.1
"Andalucía",2006,"de 50 a 54 años","1","para_b_4mas_a",4283,0.16
"Andalucía",2006,"de 50 a 54 años","1","para_b_2a4a",3227,0.12
"Andalucía",2006,"de 50 a 54 años","1","para_b_1a2a",4075,0.15
"Andalucía",2006,"de 50 a 54 años","1","para_b_6ma1a",3386,0.13
"Andalucía",2006,"de 50 a 54 años","1","para_b_menos6m",8351,0.31
"Andalucía",2006,"de 50 a 54 años","1","inac_desanim",9500,0.06
"Andalucía",2006,"de 50 a 54 años","1","inactivos",169156,0.38
"Andalucía",2006,"de 55 a 59 años","1","mayores",400410,1
"Andalucía",2006,"de 55 a 59 años","1","activos",192623,0.48
"Andalucía",2006,"de 55 a 59 años","1","ocupados",171282,0.89
"Andalucía",2006,"de 55 a 59 años","1","asalariados",125611,0.73
"Andalucía",2006,"de 55 a 59 años","1","asal_temp",31926,0.25
"Andalucía",2006,"de 55 a 59 años","1","asal_temp_parc",5960,0.19
"Andalucía",2006,"de 55 a 59 años","1","asal_temp_parc_inv",3320,0.1
"Andalucía",2006,"de 55 a 59 años","1","asal_temp_comp",25966,0.81
"Andalucía",2006,"de 55 a 59 años","1","asal_indef",93684,0.75
"Andalucía",2006,"de 55 a 59 años","1","asal_indef_parc",4805,0.05
"Andalucía",2006,"de 55 a 59 años","1","asal_indef_parc_inv",1463,0.02
"Andalucía",2006,"de 55 a 59 años","1","asal_indef_comp",88879,0.95
"Andalucía",2006,"de 55 a 59 años","1","parados",21342,0.11
"Andalucía",2006,"de 55 a 59 años","1","para_b_4mas_a",5312,0.25
"Andalucía",2006,"de 55 a 59 años","1","para_b_2a4a",2551,0.12
"Andalucía",2006,"de 55 a 59 años","1","para_b_1a2a",3020,0.14
"Andalucía",2006,"de 55 a 59 años","1","para_b_6ma1a",2875,0.13
"Andalucía",2006,"de 55 a 59 años","1","para_b_menos6m",5638,0.26
"Andalucía",2006,"de 55 a 59 años","1","inac_desanim",13460,0.06
"Andalucía",2006,"de 55 a 59 años","1","inactivos",207787,0.52
"Andalucía",2006,"de 25 a 29 años","1","mayores",669765,1
"Andalucía",2006,"de 25 a 29 años","1","activos",550019,0.82
"Andalucía",2006,"de 25 a 29 años","1","ocupados",467483,0.85
"Andalucía",2006,"de 25 a 29 años","1","asalariados",416409,0.89
"Andalucía",2006,"de 25 a 29 años","1","asal_temp",239947,0.58
"Andalucía",2006,"de 25 a 29 años","1","asal_temp_parc",45223,0.19
"Andalucía",2006,"de 25 a 29 años","1","asal_temp_parc_inv",27708,0.12
"Andalucía",2006,"de 25 a 29 años","1","asal_temp_comp",194724,0.81
"Andalucía",2006,"de 25 a 29 años","1","asal_indef",176462,0.42
"Andalucía",2006,"de 25 a 29 años","1","asal_indef_parc",12930,0.07
"Andalucía",2006,"de 25 a 29 años","1","asal_indef_parc_inv",6168,0.03
"Andalucía",2006,"de 25 a 29 años","1","asal_indef_comp",163532,0.93
"Andalucía",2006,"de 25 a 29 años","1","parados",82536,0.15
"Andalucía",2006,"de 25 a 29 años","1","para_b_4mas_a",5677,0.07
"Andalucía",2006,"de 25 a 29 años","1","para_b_2a4a",6688,0.08
"Andalucía",2006,"de 25 a 29 años","1","para_b_1a2a",12828,0.16
"Andalucía",2006,"de 25 a 29 años","1","para_b_6ma1a",10712,0.13
"Andalucía",2006,"de 25 a 29 años","1","para_b_menos6m",34241,0.41
"Andalucía",2006,"de 25 a 29 años","1","inac_desanim",2639,0.02
"Andalucía",2006,"de 25 a 29 años","1","inactivos",119746,0.18
"Aragón",2006,"65 o más años","2","mayores",247446,1
"Aragón",2006,"65 o más años","2","activos",4737,0.02
"Aragón",2006,"65 o más años","2","ocupados",4737,1
"Aragón",2006,"65 o más años","2","asalariados",2148,0.45
"Aragón",2006,"65 o más años","2","asal_temp",287,0.13
"Aragón",2006,"65 o más años","2","asal_temp_parc",225,0.78
"Aragón",2006,"65 o más años","2","asal_temp_parc_inv",185,0.64
"Aragón",2006,"65 o más años","2","asal_temp_comp",62,0.22
"Aragón",2006,"65 o más años","2","asal_indef",1861,0.87
"Aragón",2006,"65 o más años","2","asal_indef_parc",510,0.27
"Aragón",2006,"65 o más años","2","asal_indef_parc_inv",0,0
"Aragón",2006,"65 o más años","2","asal_indef_comp",1351,0.73
"Aragón",2006,"65 o más años","2","parados",0,0
"Aragón",2006,"65 o más años","2","para_b_4mas_a",158,0
"Aragón",2006,"65 o más años","2","para_b_2a4a",392,0
"Aragón",2006,"65 o más años","2","para_b_1a2a",201,0
"Aragón",2006,"65 o más años","2","para_b_6ma1a",459,0
"Aragón",2006,"65 o más años","2","para_b_menos6m",881,0
"Aragón",2006,"65 o más años","2","inac_desanim",43,0
"Aragón",2006,"65 o más años","2","inactivos",242710,0.98
"Aragón",2006,"de 20 a 24 años","2","mayores",74570,1
"Aragón",2006,"de 20 a 24 años","2","activos",49537,0.66
"Aragón",2006,"de 20 a 24 años","2","ocupados",45214,0.91
"Aragón",2006,"de 20 a 24 años","2","asalariados",42071,0.93
"Aragón",2006,"de 20 a 24 años","2","asal_temp",23986,0.57
"Aragón",2006,"de 20 a 24 años","2","asal_temp_parc",6117,0.26
"Aragón",2006,"de 20 a 24 años","2","asal_temp_parc_inv",2342,0.1
"Aragón",2006,"de 20 a 24 años","2","asal_temp_comp",17869,0.74
"Aragón",2006,"de 20 a 24 años","2","asal_indef",18084,0.43
"Aragón",2006,"de 20 a 24 años","2","asal_indef_parc",2134,0.12
"Aragón",2006,"de 20 a 24 años","2","asal_indef_parc_inv",1308,0.07
"Aragón",2006,"de 20 a 24 años","2","asal_indef_comp",15950,0.88
"Aragón",2006,"de 20 a 24 años","2","parados",4324,0.09
"Aragón",2006,"de 20 a 24 años","2","para_b_4mas_a",130,0.03
"Aragón",2006,"de 20 a 24 años","2","para_b_2a4a",289,0.07
"Aragón",2006,"de 20 a 24 años","2","para_b_1a2a",335,0.08
"Aragón",2006,"de 20 a 24 años","2","para_b_6ma1a",729,0.17
"Aragón",2006,"de 20 a 24 años","2","para_b_menos6m",1892,0.44
"Aragón",2006,"de 20 a 24 años","2","inac_desanim",31,0
"Aragón",2006,"de 20 a 24 años","2","inactivos",25032,0.34
"Aragón",2006,"de 55 a 59 años","2","mayores",73297,1
"Aragón",2006,"de 55 a 59 años","2","activos",42474,0.58
"Aragón",2006,"de 55 a 59 años","2","ocupados",41076,0.97
"Aragón",2006,"de 55 a 59 años","2","asalariados",27299,0.66
"Aragón",2006,"de 55 a 59 años","2","asal_temp",2804,0.1
"Aragón",2006,"de 55 a 59 años","2","asal_temp_parc",849,0.3
"Aragón",2006,"de 55 a 59 años","2","asal_temp_parc_inv",384,0.14
"Aragón",2006,"de 55 a 59 años","2","asal_temp_comp",1955,0.7
"Aragón",2006,"de 55 a 59 años","2","asal_indef",24495,0.9
"Aragón",2006,"de 55 a 59 años","2","asal_indef_parc",2106,0.09
"Aragón",2006,"de 55 a 59 años","2","asal_indef_parc_inv",419,0.02
"Aragón",2006,"de 55 a 59 años","2","asal_indef_comp",22389,0.91
"Aragón",2006,"de 55 a 59 años","2","parados",1397,0.03
"Aragón",2006,"de 55 a 59 años","2","para_b_4mas_a",179,0.13
"Aragón",2006,"de 55 a 59 años","2","para_b_2a4a",261,0.19
"Aragón",2006,"de 55 a 59 años","2","para_b_1a2a",200,0.14
"Aragón",2006,"de 55 a 59 años","2","para_b_6ma1a",58,0.04
"Aragón",2006,"de 55 a 59 años","2","para_b_menos6m",568,0.41
"Aragón",2006,"de 55 a 59 años","2","inac_desanim",753,0.02
"Aragón",2006,"de 55 a 59 años","2","inactivos",30823,0.42
"Aragón",2006,"de 40 a 44 años","2","mayores",99306,1
"Aragón",2006,"de 40 a 44 años","2","activos",84301,0.85
"Aragón",2006,"de 40 a 44 años","2","ocupados",80746,0.96
"Aragón",2006,"de 40 a 44 años","2","asalariados",66452,0.82
"Aragón",2006,"de 40 a 44 años","2","asal_temp",14606,0.22
"Aragón",2006,"de 40 a 44 años","2","asal_temp_parc",2502,0.17
"Aragón",2006,"de 40 a 44 años","2","asal_temp_parc_inv",689,0.05
"Aragón",2006,"de 40 a 44 años","2","asal_temp_comp",12104,0.83
"Aragón",2006,"de 40 a 44 años","2","asal_indef",51847,0.78
"Aragón",2006,"de 40 a 44 años","2","asal_indef_parc",6249,0.12
"Aragón",2006,"de 40 a 44 años","2","asal_indef_parc_inv",1105,0.02
"Aragón",2006,"de 40 a 44 años","2","asal_indef_comp",45598,0.88
"Aragón",2006,"de 40 a 44 años","2","parados",3555,0.04
"Aragón",2006,"de 40 a 44 años","2","para_b_4mas_a",266,0.07
"Aragón",2006,"de 40 a 44 años","2","para_b_2a4a",148,0.04
"Aragón",2006,"de 40 a 44 años","2","para_b_1a2a",647,0.18
"Aragón",2006,"de 40 a 44 años","2","para_b_6ma1a",835,0.23
"Aragón",2006,"de 40 a 44 años","2","para_b_menos6m",1497,0.42
"Aragón",2006,"de 40 a 44 años","2","inac_desanim",328,0.02
"Aragón",2006,"de 40 a 44 años","2","inactivos",15005,0.15
"Aragón",2006,"de 35 a 39 años","2","mayores",101575,1
"Aragón",2006,"de 35 a 39 años","2","activos",89265,0.88
"Aragón",2006,"de 35 a 39 años","2","ocupados",84554,0.95
"Aragón",2006,"de 35 a 39 años","2","asalariados",68025,0.8
"Aragón",2006,"de 35 a 39 años","2","asal_temp",20274,0.3
"Aragón",2006,"de 35 a 39 años","2","asal_temp_parc",2980,0.15
"Aragón",2006,"de 35 a 39 años","2","asal_temp_parc_inv",1421,0.07
"Aragón",2006,"de 35 a 39 años","2","asal_temp_comp",17294,0.85
"Aragón",2006,"de 35 a 39 años","2","asal_indef",47751,0.7
"Aragón",2006,"de 35 a 39 años","2","asal_indef_parc",4370,0.09
"Aragón",2006,"de 35 a 39 años","2","asal_indef_parc_inv",786,0.02
"Aragón",2006,"de 35 a 39 años","2","asal_indef_comp",43381,0.91
"Aragón",2006,"de 35 a 39 años","2","parados",4711,0.05
"Aragón",2006,"de 35 a 39 años","2","para_b_4mas_a",83,0.02
"Aragón",2006,"de 35 a 39 años","2","para_b_2a4a",35,0.01
"Aragón",2006,"de 35 a 39 años","2","para_b_1a2a",732,0.16
"Aragón",2006,"de 35 a 39 años","2","para_b_6ma1a",688,0.15
"Aragón",2006,"de 35 a 39 años","2","para_b_menos6m",2487,0.53
"Aragón",2006,"de 35 a 39 años","2","inac_desanim",137,0.01
"Aragón",2006,"de 35 a 39 años","2","inactivos",12310,0.12
"Aragón",2006,"de 60 a 64 años","2","mayores",66429,1
"Aragón",2006,"de 60 a 64 años","2","activos",22341,0.34
"Aragón",2006,"de 60 a 64 años","2","ocupados",21514,0.96
"Aragón",2006,"de 60 a 64 años","2","asalariados",12258,0.57
"Aragón",2006,"de 60 a 64 años","2","asal_temp",1550,0.13
"Aragón",2006,"de 60 a 64 años","2","asal_temp_parc",431,0.28
"Aragón",2006,"de 60 a 64 años","2","asal_temp_parc_inv",208,0.13
"Aragón",2006,"de 60 a 64 años","2","asal_temp_comp",1120,0.72
"Aragón",2006,"de 60 a 64 años","2","asal_indef",10708,0.87
"Aragón",2006,"de 60 a 64 años","2","asal_indef_parc",1946,0.18
"Aragón",2006,"de 60 a 64 años","2","asal_indef_parc_inv",159,0.01
"Aragón",2006,"de 60 a 64 años","2","asal_indef_comp",8762,0.82
"Aragón",2006,"de 60 a 64 años","2","parados",827,0.04
"Aragón",2006,"de 60 a 64 años","2","para_b_4mas_a",8,0.01
"Aragón",2006,"de 60 a 64 años","2","para_b_2a4a",184,0.22
"Aragón",2006,"de 60 a 64 años","2","para_b_1a2a",257,0.31
"Aragón",2006,"de 60 a 64 años","2","para_b_6ma1a",51,0.06
"Aragón",2006,"de 60 a 64 años","2","para_b_menos6m",290,0.35
"Aragón",2006,"de 60 a 64 años","2","inac_desanim",1148,0.03
"Aragón",2006,"de 60 a 64 años","2","inactivos",44088,0.66
"Aragón",2006,"de 50 a 54 años","2","mayores",79289,1
"Aragón",2006,"de 50 a 54 años","2","activos",60831,0.77
"Aragón",2006,"de 50 a 54 años","2","ocupados",57950,0.95
"Aragón",2006,"de 50 a 54 años","2","asalariados",44807,0.77
"Aragón",2006,"de 50 a 54 años","2","asal_temp",5440,0.12
"Aragón",2006,"de 50 a 54 años","2","asal_temp_parc",1326,0.24
"Aragón",2006,"de 50 a 54 años","2","asal_temp_parc_inv",678,0.12
"Aragón",2006,"de 50 a 54 años","2","asal_temp_comp",4114,0.76
"Aragón",2006,"de 50 a 54 años","2","asal_indef",39367,0.88
"Aragón",2006,"de 50 a 54 años","2","asal_indef_parc",3644,0.09
"Aragón",2006,"de 50 a 54 años","2","asal_indef_parc_inv",609,0.02
"Aragón",2006,"de 50 a 54 años","2","asal_indef_comp",35723,0.91
"Aragón",2006,"de 50 a 54 años","2","parados",2881,0.05
"Aragón",2006,"de 50 a 54 años","2","para_b_4mas_a",285,0.1
"Aragón",2006,"de 50 a 54 años","2","para_b_2a4a",211,0.07
"Aragón",2006,"de 50 a 54 años","2","para_b_1a2a",188,0.07
"Aragón",2006,"de 50 a 54 años","2","para_b_6ma1a",586,0.2
"Aragón",2006,"de 50 a 54 años","2","para_b_menos6m",1387,0.48
"Aragón",2006,"de 50 a 54 años","2","inac_desanim",632,0.03
"Aragón",2006,"de 50 a 54 años","2","inactivos",18458,0.23
"Aragón",2006,"de 30 a 34 años","2","mayores",105810,1
"Aragón",2006,"de 30 a 34 años","2","activos",95749,0.9
"Aragón",2006,"de 30 a 34 años","2","ocupados",91382,0.95
"Aragón",2006,"de 30 a 34 años","2","asalariados",79173,0.87
"Aragón",2006,"de 30 a 34 años","2","asal_temp",24579,0.31
"Aragón",2006,"de 30 a 34 años","2","asal_temp_parc",2468,0.1
"Aragón",2006,"de 30 a 34 años","2","asal_temp_parc_inv",1169,0.05
"Aragón",2006,"de 30 a 34 años","2","asal_temp_comp",22111,0.9
"Aragón",2006,"de 30 a 34 años","2","asal_indef",54593,0.69
"Aragón",2006,"de 30 a 34 años","2","asal_indef_parc",5217,0.1
"Aragón",2006,"de 30 a 34 años","2","asal_indef_parc_inv",317,0.01
"Aragón",2006,"de 30 a 34 años","2","asal_indef_comp",49376,0.9
"Aragón",2006,"de 30 a 34 años","2","parados",4367,0.05
"Aragón",2006,"de 30 a 34 años","2","para_b_4mas_a",168,0.04
"Aragón",2006,"de 30 a 34 años","2","para_b_2a4a",181,0.04
"Aragón",2006,"de 30 a 34 años","2","para_b_1a2a",308,0.07
"Aragón",2006,"de 30 a 34 años","2","para_b_6ma1a",311,0.07
"Aragón",2006,"de 30 a 34 años","2","para_b_menos6m",2140,0.49
"Aragón",2006,"de 30 a 34 años","2","inac_desanim",0,0
"Aragón",2006,"de 30 a 34 años","2","inactivos",10061,0.1
"Aragón",2006,"de 25 a 29 años","2","mayores",98778,1
"Aragón",2006,"de 25 a 29 años","2","activos",86019,0.87
"Aragón",2006,"de 25 a 29 años","2","ocupados",79192,0.92
"Aragón",2006,"de 25 a 29 años","2","asalariados",71779,0.91
